GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Ethnic group in Scotland [S] : Total\ Ethnic group (Scotland) - Unit : Persons,Ethnic group in Scotland [S] : White - Unit : Persons,Ethnic group in Scotland [S] : White\ Scottish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other British - Unit : Persons,Ethnic group in Scotland [S] : White\ Irish - Unit : Persons,Ethnic group in Scotland [S] : White\ Gypsy/Traveller - Unit : Persons,Ethnic group in Scotland [S] : White\ Polish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other White - Unit : Persons,Ethnic group in Scotland [S] : Mixed or multiple ethnic groups\ Any mixed or multiple ethnic groups - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Pakistani; Pakistani Scottish or Pakistani British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Indian; Indian Scottish or Indian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Bangladeshi; Bangladeshi Scottish or Bangladeshi British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Chinese; Chinese Scottish or Chinese British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Other Asian - Unit : Persons,Ethnic group in Scotland [S] : African - Unit : Persons,Ethnic group in Scotland [S] : African\ African; African Scottish or African British - Unit : Persons,Ethnic group in Scotland [S] : African\ Other African - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Caribbean; Caribbean Scottish or Caribbean British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Black; Black Scottish or Black British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Other Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Arab; Arab Scottish or Arab British - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Other ethnic group - Unit : Persons
S01010051,Parkhead West and Barrowfield - 03,Lower Super Output Areas and Data Zones,LSOADZ,703,646,554,13,10,2,48,19,1,9,4,3,0,1,1,34,34,0,7,0,7,0,6,6,0
S01010052,Parkhead West and Barrowfield - 04,Lower Super Output Areas and Data Zones,LSOADZ,648,565,496,11,6,2,38,12,1,16,0,1,0,15,0,64,64,0,1,1,0,0,1,1,0
S01010053,Parkhead West and Barrowfield - 05,Lower Super Output Areas and Data Zones,LSOADZ,859,749,633,20,5,2,77,12,0,61,31,4,5,9,12,39,39,0,8,0,7,1,2,2,0
S01010054,Parkhead West and Barrowfield - 06,Lower Super Output Areas and Data Zones,LSOADZ,573,545,514,4,3,0,22,2,0,2,0,0,0,2,0,26,26,0,0,0,0,0,0,0,0
S01010055,Parkhead West and Barrowfield - 07,Lower Super Output Areas and Data Zones,LSOADZ,1126,1053,980,29,15,4,6,19,1,39,9,4,0,22,4,25,25,0,0,0,0,0,8,5,3
S01010056,Parkhead East and Braidfauld North - 01,Lower Super Output Areas and Data Zones,LSOADZ,451,447,408,5,0,4,27,3,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
S01010057,Parkhead East and Braidfauld North - 02,Lower Super Output Areas and Data Zones,LSOADZ,407,376,326,7,10,0,16,17,1,17,4,4,0,6,3,10,10,0,0,0,0,0,3,3,0
S01010058,Parkhead East and Braidfauld North - 03,Lower Super Output Areas and Data Zones,LSOADZ,781,742,686,15,10,0,19,12,4,15,2,2,0,9,2,16,16,0,1,1,0,0,3,2,1
S01010059,Parkhead East and Braidfauld North - 04,Lower Super Output Areas and Data Zones,LSOADZ,619,583,515,18,9,0,26,15,3,15,0,5,0,6,4,14,14,0,1,0,1,0,3,3,0
S01010060,Parkhead East and Braidfauld North - 05,Lower Super Output Areas and Data Zones,LSOADZ,908,883,783,32,15,1,29,23,0,12,5,6,0,0,1,13,13,0,0,0,0,0,0,0,0
S01010061,Braidfauld - 01,Lower Super Output Areas and Data Zones,LSOADZ,510,494,468,7,4,0,0,15,1,8,0,0,1,6,1,7,7,0,0,0,0,0,0,0,0
S01010062,Braidfauld - 02,Lower Super Output Areas and Data Zones,LSOADZ,750,725,675,14,5,2,23,6,1,12,4,0,0,7,1,11,11,0,0,0,0,0,1,1,0
S01010063,Braidfauld - 03,Lower Super Output Areas and Data Zones,LSOADZ,984,959,870,22,11,3,42,11,2,12,4,5,0,3,0,4,4,0,4,1,3,0,3,2,1
S01010064,Braidfauld - 04,Lower Super Output Areas and Data Zones,LSOADZ,552,529,488,8,6,1,19,7,4,3,0,1,0,1,1,15,15,0,1,0,1,0,0,0,0
S01010065,Braidfauld - 05,Lower Super Output Areas and Data Zones,LSOADZ,839,821,774,11,8,1,20,7,3,5,0,3,0,0,2,3,3,0,1,0,1,0,6,6,0
S01010066,Braidfauld - 06,Lower Super Output Areas and Data Zones,LSOADZ,753,707,677,7,6,0,4,13,1,27,10,2,0,12,3,18,18,0,0,0,0,0,0,0,0
S01010067,Braidfauld - 07,Lower Super Output Areas and Data Zones,LSOADZ,608,593,558,5,6,0,21,3,2,6,2,1,0,2,1,5,5,0,0,0,0,0,2,1,1
S01010068,Braidfauld - 08,Lower Super Output Areas and Data Zones,LSOADZ,641,551,491,13,5,0,28,14,1,37,14,9,0,8,6,30,29,1,0,0,0,0,22,21,1
S01010069,Shettleston South - 01,Lower Super Output Areas and Data Zones,LSOADZ,840,784,757,16,4,0,5,2,0,54,27,18,1,8,0,0,0,0,2,0,2,0,0,0,0
S01010070,Shettleston South - 02,Lower Super Output Areas and Data Zones,LSOADZ,665,622,603,6,12,1,0,0,2,35,12,11,0,5,7,6,6,0,0,0,0,0,0,0,0
S01010071,Shettleston South - 03,Lower Super Output Areas and Data Zones,LSOADZ,806,767,728,20,12,0,1,6,0,36,18,14,0,4,0,3,3,0,0,0,0,0,0,0,0
S01010072,Shettleston South - 04,Lower Super Output Areas and Data Zones,LSOADZ,796,781,762,12,3,0,0,4,2,12,0,0,0,8,4,0,0,0,0,0,0,0,1,0,1
S01010073,Shettleston South - 05,Lower Super Output Areas and Data Zones,LSOADZ,780,760,731,17,7,0,0,5,0,16,6,0,0,10,0,3,3,0,0,0,0,0,1,1,0
S01010074,Carmyle and Mount Vernon South - 01,Lower Super Output Areas and Data Zones,LSOADZ,777,739,722,10,2,0,2,3,1,35,29,0,0,3,3,1,1,0,1,1,0,0,0,0,0
S01010075,Carmyle and Mount Vernon South - 02,Lower Super Output Areas and Data Zones,LSOADZ,624,622,604,8,6,0,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01010076,Carmyle and Mount Vernon South - 03,Lower Super Output Areas and Data Zones,LSOADZ,686,680,654,15,6,0,2,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010077,Carmyle and Mount Vernon South - 04,Lower Super Output Areas and Data Zones,LSOADZ,614,604,590,11,0,0,3,0,0,7,0,0,0,3,4,3,3,0,0,0,0,0,0,0,0
S01010078,Mount Vernon North and Sandyhills - 01,Lower Super Output Areas and Data Zones,LSOADZ,631,588,540,9,28,0,3,8,0,34,22,1,0,10,1,4,4,0,4,0,4,0,1,0,1
S01010079,Mount Vernon North and Sandyhills - 02,Lower Super Output Areas and Data Zones,LSOADZ,923,910,868,19,14,1,4,4,0,13,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0
S01010080,Mount Vernon North and Sandyhills - 03,Lower Super Output Areas and Data Zones,LSOADZ,651,643,614,12,11,0,1,5,0,8,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
S01010081,Mount Vernon North and Sandyhills - 04,Lower Super Output Areas and Data Zones,LSOADZ,701,682,640,20,9,0,3,10,2,5,0,4,0,0,1,8,7,1,1,1,0,0,3,2,1
S01010082,Mount Vernon North and Sandyhills - 05,Lower Super Output Areas and Data Zones,LSOADZ,860,844,783,27,15,0,7,12,1,10,4,0,0,6,0,4,4,0,0,0,0,0,1,1,0
S01010083,Baillieston West - 01,Lower Super Output Areas and Data Zones,LSOADZ,716,704,655,16,19,0,2,12,3,8,2,0,0,4,2,1,1,0,0,0,0,0,0,0,0
S01010084,Baillieston West - 02,Lower Super Output Areas and Data Zones,LSOADZ,878,869,839,10,12,0,2,6,2,6,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0
S01010085,Baillieston West - 03,Lower Super Output Areas and Data Zones,LSOADZ,760,744,710,18,13,0,2,1,1,14,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1
S01010086,Baillieston West - 04,Lower Super Output Areas and Data Zones,LSOADZ,915,906,882,8,9,0,4,3,0,6,2,2,0,1,1,1,1,0,2,2,0,0,0,0,0
S01010087,Baillieston West - 05,Lower Super Output Areas and Data Zones,LSOADZ,573,565,550,2,13,0,0,0,0,8,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0
S01010088,Baillieston East - 01,Lower Super Output Areas and Data Zones,LSOADZ,825,769,725,20,14,0,0,10,1,48,22,11,0,12,3,0,0,0,2,2,0,0,5,4,1
S01010089,Baillieston East - 02,Lower Super Output Areas and Data Zones,LSOADZ,683,650,601,15,19,0,8,7,0,25,7,4,0,10,4,6,6,0,2,2,0,0,0,0,0
S01010090,Baillieston East - 03,Lower Super Output Areas and Data Zones,LSOADZ,1087,1070,1037,20,7,0,3,3,0,13,2,0,0,3,8,3,3,0,1,1,0,0,0,0,0
S01010091,Baillieston East - 04,Lower Super Output Areas and Data Zones,LSOADZ,866,825,792,16,8,4,0,5,4,32,16,6,0,9,1,0,0,0,1,0,1,0,4,4,0
S01010092,Baillieston East - 05,Lower Super Output Areas and Data Zones,LSOADZ,983,944,911,7,15,0,0,11,2,31,0,5,0,10,16,5,4,1,1,1,0,0,0,0,0
S01010093,Baillieston East - 06,Lower Super Output Areas and Data Zones,LSOADZ,869,840,793,15,26,0,0,6,0,23,17,1,0,3,2,5,5,0,1,0,0,1,0,0,0
S01010094,Garrowhill West - 01,Lower Super Output Areas and Data Zones,LSOADZ,687,684,648,9,18,0,1,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
S01010095,Garrowhill West - 02,Lower Super Output Areas and Data Zones,LSOADZ,696,693,672,14,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
S01010096,Garrowhill West - 03,Lower Super Output Areas and Data Zones,LSOADZ,752,735,704,14,13,0,0,4,0,15,7,3,1,3,1,1,1,0,0,0,0,0,1,0,1
S01010097,Garrowhill West - 04,Lower Super Output Areas and Data Zones,LSOADZ,735,710,669,22,11,0,4,4,1,24,10,6,0,6,2,0,0,0,0,0,0,0,0,0,0
S01010098,Garrowhill West - 05,Lower Super Output Areas and Data Zones,LSOADZ,727,720,689,11,13,0,1,6,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
S01010099,Garrowhill West - 06,Lower Super Output Areas and Data Zones,LSOADZ,699,698,680,13,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
S01010100,Garrowhill East and Swinton - 01,Lower Super Output Areas and Data Zones,LSOADZ,886,843,809,16,16,0,0,2,1,40,5,6,0,24,5,1,1,0,1,1,0,0,0,0,0
S01010101,Garrowhill East and Swinton - 02,Lower Super Output Areas and Data Zones,LSOADZ,744,705,664,13,19,0,6,3,6,25,15,5,0,3,2,6,6,0,0,0,0,0,2,1,1
S01010102,Garrowhill East and Swinton - 03,Lower Super Output Areas and Data Zones,LSOADZ,939,867,815,7,32,0,4,9,2,67,12,8,0,45,2,1,1,0,0,0,0,0,2,2,0
S01010103,Garrowhill East and Swinton - 04,Lower Super Output Areas and Data Zones,LSOADZ,974,926,897,12,11,0,0,6,2,39,4,6,0,27,2,7,4,3,0,0,0,0,0,0,0
S01010104,Garrowhill East and Swinton - 05,Lower Super Output Areas and Data Zones,LSOADZ,755,722,693,18,6,0,0,5,1,32,1,5,0,23,3,0,0,0,0,0,0,0,0,0,0
S01010105,Easterhouse East - 01,Lower Super Output Areas and Data Zones,LSOADZ,406,392,372,8,3,1,8,0,1,5,0,3,0,2,0,2,2,0,5,3,0,2,1,1,0
S01010106,Easterhouse East - 02,Lower Super Output Areas and Data Zones,LSOADZ,442,441,412,7,9,0,11,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01010107,Easterhouse East - 03,Lower Super Output Areas and Data Zones,LSOADZ,793,757,716,13,7,0,14,7,1,30,11,4,0,14,1,5,5,0,0,0,0,0,0,0,0
S01010108,Easterhouse East - 04,Lower Super Output Areas and Data Zones,LSOADZ,733,727,697,16,5,1,5,3,0,4,0,2,0,2,0,1,1,0,1,1,0,0,0,0,0
S01010109,Easterhouse East - 05,Lower Super Output Areas and Data Zones,LSOADZ,809,791,744,22,6,0,11,8,0,6,2,0,0,4,0,4,4,0,7,6,1,0,1,1,0
S01010110,Central Easterhouse - 01,Lower Super Output Areas and Data Zones,LSOADZ,805,792,757,12,4,1,14,4,0,7,3,2,0,2,0,6,6,0,0,0,0,0,0,0,0
S01010111,Central Easterhouse - 02,Lower Super Output Areas and Data Zones,LSOADZ,986,972,928,12,10,0,19,3,2,7,1,6,0,0,0,3,2,1,0,0,0,0,2,0,2
S01010112,Central Easterhouse - 03,Lower Super Output Areas and Data Zones,LSOADZ,949,936,902,15,4,0,12,3,2,6,1,1,0,3,1,4,4,0,1,0,1,0,0,0,0
S01010113,"Garthamlock; Auchinlea and Gartloch - 01",Lower Super Output Areas and Data Zones,LSOADZ,551,535,508,4,2,0,19,2,1,9,0,5,0,0,4,6,6,0,0,0,0,0,0,0,0
S01010114,"Garthamlock; Auchinlea and Gartloch - 02",Lower Super Output Areas and Data Zones,LSOADZ,777,758,705,8,3,0,41,1,1,3,1,0,0,2,0,13,13,0,2,0,1,1,0,0,0
S01010115,"Garthamlock; Auchinlea and Gartloch - 03",Lower Super Output Areas and Data Zones,LSOADZ,632,623,603,5,6,0,2,7,3,5,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0
S01010116,"Garthamlock; Auchinlea and Gartloch - 04",Lower Super Output Areas and Data Zones,LSOADZ,1020,960,884,28,12,0,16,20,0,54,7,17,0,24,6,5,5,0,1,0,1,0,0,0,0
S01010117,"Garthamlock; Auchinlea and Gartloch - 05",Lower Super Output Areas and Data Zones,LSOADZ,653,609,547,30,17,0,4,11,5,26,2,1,0,13,10,8,8,0,5,4,1,0,0,0,0
S01010118,North Barlanark and Easterhouse South - 01,Lower Super Output Areas and Data Zones,LSOADZ,678,659,639,4,3,0,5,8,0,8,6,0,0,0,2,4,4,0,6,0,0,6,1,0,1
S01010119,North Barlanark and Easterhouse South - 02,Lower Super Output Areas and Data Zones,LSOADZ,543,517,498,11,2,1,3,2,1,8,1,0,0,4,3,16,16,0,0,0,0,0,1,0,1
S01010120,North Barlanark and Easterhouse South - 03,Lower Super Output Areas and Data Zones,LSOADZ,1045,1009,970,17,6,0,8,8,1,11,9,2,0,0,0,21,21,0,0,0,0,0,3,3,0
S01010121,North Barlanark and Easterhouse South - 04,Lower Super Output Areas and Data Zones,LSOADZ,675,661,633,12,3,0,11,2,0,6,3,2,0,0,1,5,5,0,2,1,1,0,1,1,0
S01010122,North Barlanark and Easterhouse South - 05,Lower Super Output Areas and Data Zones,LSOADZ,464,457,447,5,0,2,2,1,0,1,0,1,0,0,0,0,0,0,6,0,0,6,0,0,0
S01010123,Barlanark - 01,Lower Super Output Areas and Data Zones,LSOADZ,733,702,630,12,5,3,39,13,1,6,4,1,0,0,1,23,23,0,1,1,0,0,0,0,0
S01010124,Barlanark - 02,Lower Super Output Areas and Data Zones,LSOADZ,646,626,582,19,5,0,12,8,3,11,1,5,0,3,2,4,4,0,1,0,1,0,1,1,0
S01010125,Barlanark - 03,Lower Super Output Areas and Data Zones,LSOADZ,548,529,467,11,12,0,27,12,2,11,6,0,0,5,0,5,4,1,0,0,0,0,1,1,0
S01010126,Barlanark - 04,Lower Super Output Areas and Data Zones,LSOADZ,730,726,696,10,8,1,0,11,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
S01010127,Barlanark - 05,Lower Super Output Areas and Data Zones,LSOADZ,620,607,579,16,11,0,0,1,1,1,1,0,0,0,0,1,1,0,2,2,0,0,8,8,0
S01010128,Barlanark - 06,Lower Super Output Areas and Data Zones,LSOADZ,492,483,433,15,4,0,31,0,0,1,1,0,0,0,0,3,3,0,5,1,4,0,0,0,0
S01010129,Barlanark - 07,Lower Super Output Areas and Data Zones,LSOADZ,719,691,661,10,5,1,9,5,3,17,4,4,0,4,5,2,2,0,6,0,0,6,0,0,0
S01010130,Barlanark - 08,Lower Super Output Areas and Data Zones,LSOADZ,416,412,405,3,0,0,1,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
S01010131,Greenfield - 01,Lower Super Output Areas and Data Zones,LSOADZ,974,948,923,10,9,1,0,5,2,24,0,1,0,20,3,0,0,0,0,0,0,0,0,0,0
S01010132,Greenfield - 02,Lower Super Output Areas and Data Zones,LSOADZ,969,942,877,16,10,4,27,8,1,19,2,5,1,9,2,2,2,0,2,2,0,0,3,2,1
S01010133,Greenfield - 03,Lower Super Output Areas and Data Zones,LSOADZ,713,701,669,9,12,2,6,3,0,12,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0
S01010134,Greenfield - 04,Lower Super Output Areas and Data Zones,LSOADZ,995,977,934,17,13,4,3,6,5,9,2,0,0,3,4,2,2,0,2,2,0,0,0,0,0
S01010135,Greenfield - 05,Lower Super Output Areas and Data Zones,LSOADZ,768,763,741,4,7,0,0,11,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
S01010136,Greenfield - 06,Lower Super Output Areas and Data Zones,LSOADZ,809,802,773,20,3,0,3,3,1,1,0,1,0,0,0,2,2,0,0,0,0,0,3,0,3
S01010137,Shettleston North - 01,Lower Super Output Areas and Data Zones,LSOADZ,967,951,919,13,13,1,2,3,4,8,2,2,0,4,0,4,4,0,0,0,0,0,0,0,0
S01010138,Shettleston North - 02,Lower Super Output Areas and Data Zones,LSOADZ,941,840,814,14,5,0,3,4,4,21,8,0,0,7,6,50,50,0,1,1,0,0,25,24,1
S01010139,Shettleston North - 03,Lower Super Output Areas and Data Zones,LSOADZ,1024,1008,966,11,11,6,9,5,0,14,6,0,0,6,2,1,1,0,0,0,0,0,1,1,0
S01010140,Shettleston North - 04,Lower Super Output Areas and Data Zones,LSOADZ,753,712,656,21,9,4,11,11,1,32,5,14,0,4,9,6,6,0,2,1,1,0,0,0,0
S01010141,Shettleston North - 05,Lower Super Output Areas and Data Zones,LSOADZ,807,788,730,13,7,2,28,8,2,11,0,4,0,6,1,5,5,0,1,0,0,1,0,0,0
S01010142,Tollcross - 01,Lower Super Output Areas and Data Zones,LSOADZ,572,556,529,8,4,2,9,4,1,12,3,2,0,1,6,3,3,0,0,0,0,0,0,0,0
S01010143,Tollcross - 02,Lower Super Output Areas and Data Zones,LSOADZ,739,734,721,2,7,1,1,2,1,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
S01010144,Tollcross - 03,Lower Super Output Areas and Data Zones,LSOADZ,700,681,559,22,6,0,70,24,1,11,4,3,0,2,2,0,0,0,2,2,0,0,5,0,5
S01010145,Tollcross - 04,Lower Super Output Areas and Data Zones,LSOADZ,778,752,640,7,13,0,77,15,0,16,5,4,0,3,4,8,8,0,2,1,0,1,0,0,0
S01010146,Tollcross - 05,Lower Super Output Areas and Data Zones,LSOADZ,765,719,647,14,7,1,36,14,2,20,5,2,0,8,5,22,17,5,1,0,1,0,1,0,1
S01010147,Old Shettleston and Parkhead North - 01,Lower Super Output Areas and Data Zones,LSOADZ,953,936,871,14,5,2,33,11,2,14,2,4,2,3,3,1,1,0,0,0,0,0,0,0,0
S01010148,Old Shettleston and Parkhead North - 02,Lower Super Output Areas and Data Zones,LSOADZ,784,746,704,13,6,2,13,8,0,13,4,0,0,9,0,17,17,0,7,6,1,0,1,1,0
S01010149,Old Shettleston and Parkhead North - 03,Lower Super Output Areas and Data Zones,LSOADZ,599,583,516,12,5,25,23,2,0,11,0,0,0,11,0,0,0,0,0,0,0,0,5,5,0
S01010150,Old Shettleston and Parkhead North - 04,Lower Super Output Areas and Data Zones,LSOADZ,612,602,574,6,9,4,4,5,0,7,0,3,0,4,0,3,2,1,0,0,0,0,0,0,0
S01010151,Old Shettleston and Parkhead North - 05,Lower Super Output Areas and Data Zones,LSOADZ,625,608,587,9,4,2,5,1,0,13,6,0,0,5,2,0,0,0,1,1,0,0,3,3,0
S01010152,Carntyne - 01,Lower Super Output Areas and Data Zones,LSOADZ,851,814,772,10,14,1,7,10,0,9,2,2,0,5,0,16,16,0,9,1,8,0,3,3,0
S01010153,Carntyne - 02,Lower Super Output Areas and Data Zones,LSOADZ,941,905,858,19,13,0,4,11,0,27,17,5,0,1,4,6,6,0,3,0,1,2,0,0,0
S01010154,Carntyne - 03,Lower Super Output Areas and Data Zones,LSOADZ,883,865,835,6,13,3,6,2,0,14,1,9,1,2,1,2,2,0,2,2,0,0,0,0,0
S01010155,Carntyne - 04,Lower Super Output Areas and Data Zones,LSOADZ,744,737,716,10,5,0,4,2,2,5,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
S01010156,"Cranhill; Lightburn and Queenslie South - 01",Lower Super Output Areas and Data Zones,LSOADZ,565,546,507,10,11,0,10,8,6,8,1,3,0,0,4,1,1,0,4,4,0,0,0,0,0
S01010157,"Cranhill; Lightburn and Queenslie South - 02",Lower Super Output Areas and Data Zones,LSOADZ,569,566,544,5,3,0,11,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
S01010158,"Cranhill; Lightburn and Queenslie South - 03",Lower Super Output Areas and Data Zones,LSOADZ,913,887,847,13,12,0,6,9,0,26,8,4,1,0,13,0,0,0,0,0,0,0,0,0,0
S01010159,"Cranhill; Lightburn and Queenslie South - 04",Lower Super Output Areas and Data Zones,LSOADZ,735,727,678,22,9,4,5,9,0,8,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0
S01010160,"Cranhill; Lightburn and Queenslie South - 05",Lower Super Output Areas and Data Zones,LSOADZ,605,473,282,9,3,1,149,29,2,48,7,13,0,19,9,60,59,1,4,4,0,0,18,16,2
S01010161,"Cranhill; Lightburn and Queenslie South - 06",Lower Super Output Areas and Data Zones,LSOADZ,636,594,565,10,8,1,5,5,1,29,7,1,0,5,16,10,10,0,2,2,0,0,0,0,0
S01010162,"Cranhill; Lightburn and Queenslie South - 07",Lower Super Output Areas and Data Zones,LSOADZ,846,822,769,6,6,0,40,1,2,18,0,2,0,1,15,4,4,0,0,0,0,0,0,0,0
S01010163,"Cranhill; Lightburn and Queenslie South - 08",Lower Super Output Areas and Data Zones,LSOADZ,597,594,572,5,1,0,16,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
S01010164,"Cranhill; Lightburn and Queenslie South - 09",Lower Super Output Areas and Data Zones,LSOADZ,799,779,760,4,4,2,8,1,2,18,6,5,0,6,1,0,0,0,0,0,0,0,0,0,0
S01010165,Craigend and Ruchazie - 01,Lower Super Output Areas and Data Zones,LSOADZ,627,605,586,9,6,0,2,2,0,10,5,3,0,2,0,7,7,0,0,0,0,0,5,5,0
S01010166,Craigend and Ruchazie - 02,Lower Super Output Areas and Data Zones,LSOADZ,714,694,670,10,7,0,6,1,5,5,0,0,0,4,1,8,7,1,1,0,1,0,1,1,0
S01010167,Craigend and Ruchazie - 03,Lower Super Output Areas and Data Zones,LSOADZ,792,780,758,9,4,0,5,4,0,3,0,1,0,2,0,7,7,0,2,1,1,0,0,0,0
S01010168,Craigend and Ruchazie - 04,Lower Super Output Areas and Data Zones,LSOADZ,506,505,497,3,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
S01010169,Craigend and Ruchazie - 05,Lower Super Output Areas and Data Zones,LSOADZ,890,819,760,13,8,1,22,15,4,10,6,0,0,2,2,55,55,0,2,0,2,0,0,0,0
S01010170,Craigend and Ruchazie - 06,Lower Super Output Areas and Data Zones,LSOADZ,533,514,500,10,0,0,2,2,1,4,0,0,0,4,0,12,12,0,0,0,0,0,2,2,0
S01010171,Craigend and Ruchazie - 07,Lower Super Output Areas and Data Zones,LSOADZ,1038,1016,1001,12,3,0,0,0,1,10,0,2,0,8,0,11,11,0,0,0,0,0,0,0,0
S01010172,Riddrie and Hogganfield - 01,Lower Super Output Areas and Data Zones,LSOADZ,696,683,629,11,20,0,13,10,0,11,3,0,0,4,4,0,0,0,0,0,0,0,2,1,1
S01010173,Riddrie and Hogganfield - 02,Lower Super Output Areas and Data Zones,LSOADZ,764,731,694,11,20,0,4,2,2,5,1,2,0,2,0,26,25,1,0,0,0,0,0,0,0
S01010174,Riddrie and Hogganfield - 03,Lower Super Output Areas and Data Zones,LSOADZ,1407,1364,1296,30,16,8,1,13,0,32,15,6,0,4,7,8,8,0,1,1,0,0,2,0,2
S01010175,Riddrie and Hogganfield - 04,Lower Super Output Areas and Data Zones,LSOADZ,480,469,445,18,6,0,0,0,0,10,6,0,0,3,1,0,0,0,1,1,0,0,0,0,0
S01010176,Riddrie and Hogganfield - 05,Lower Super Output Areas and Data Zones,LSOADZ,705,680,644,6,13,3,2,12,0,12,1,1,2,7,1,12,12,0,1,1,0,0,0,0,0
S01010177,Riddrie and Hogganfield - 06,Lower Super Output Areas and Data Zones,LSOADZ,776,722,690,8,4,0,13,7,4,11,0,3,0,1,7,31,31,0,6,3,3,0,2,0,2
S01010178,Riddrie and Hogganfield - 07,Lower Super Output Areas and Data Zones,LSOADZ,1033,974,900,23,1,1,35,14,0,5,0,0,0,5,0,47,47,0,4,0,3,1,3,1,2
S01010179,Blackhill and Barmulloch East - 01,Lower Super Output Areas and Data Zones,LSOADZ,837,800,768,8,13,0,9,2,0,21,3,17,0,1,0,12,12,0,2,1,1,0,2,0,2
S01010180,Blackhill and Barmulloch East - 02,Lower Super Output Areas and Data Zones,LSOADZ,560,463,416,14,7,0,18,8,0,75,19,21,0,33,2,15,15,0,2,0,2,0,5,1,4
S01010181,Blackhill and Barmulloch East - 03,Lower Super Output Areas and Data Zones,LSOADZ,631,620,594,13,12,0,0,1,1,3,2,1,0,0,0,7,7,0,0,0,0,0,0,0,0
S01010182,Blackhill and Barmulloch East - 04,Lower Super Output Areas and Data Zones,LSOADZ,667,603,564,21,8,0,6,4,2,60,37,4,0,14,5,0,0,0,1,1,0,0,1,1,0
S01010183,Blackhill and Barmulloch East - 05,Lower Super Output Areas and Data Zones,LSOADZ,463,456,439,9,6,0,0,2,0,1,0,0,0,0,1,6,6,0,0,0,0,0,0,0,0
S01010184,Blackhill and Barmulloch East - 06,Lower Super Output Areas and Data Zones,LSOADZ,630,613,591,9,11,0,0,2,2,1,0,0,0,0,1,13,12,1,1,0,1,0,0,0,0
S01010185,Blackhill and Barmulloch East - 07,Lower Super Output Areas and Data Zones,LSOADZ,633,590,567,9,3,0,5,6,1,20,3,1,0,2,14,16,16,0,5,4,1,0,1,0,1
S01010186,Robroyston and Millerston - 01,Lower Super Output Areas and Data Zones,LSOADZ,647,524,501,7,8,0,3,5,0,116,19,33,0,57,7,2,2,0,0,0,0,0,5,5,0
S01010187,Robroyston and Millerston - 02,Lower Super Output Areas and Data Zones,LSOADZ,635,627,601,14,7,0,0,5,0,5,1,0,0,4,0,3,3,0,0,0,0,0,0,0,0
S01010188,Robroyston and Millerston - 03,Lower Super Output Areas and Data Zones,LSOADZ,714,670,622,26,10,0,4,8,2,37,18,11,0,0,8,4,4,0,0,0,0,0,1,0,1
