GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Ethnic group in Scotland [S] : Total\ Ethnic group (Scotland) - Unit : Persons,Ethnic group in Scotland [S] : White - Unit : Persons,Ethnic group in Scotland [S] : White\ Scottish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other British - Unit : Persons,Ethnic group in Scotland [S] : White\ Irish - Unit : Persons,Ethnic group in Scotland [S] : White\ Gypsy/Traveller - Unit : Persons,Ethnic group in Scotland [S] : White\ Polish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other White - Unit : Persons,Ethnic group in Scotland [S] : Mixed or multiple ethnic groups\ Any mixed or multiple ethnic groups - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Pakistani; Pakistani Scottish or Pakistani British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Indian; Indian Scottish or Indian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Bangladeshi; Bangladeshi Scottish or Bangladeshi British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Chinese; Chinese Scottish or Chinese British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Other Asian - Unit : Persons,Ethnic group in Scotland [S] : African - Unit : Persons,Ethnic group in Scotland [S] : African\ African; African Scottish or African British - Unit : Persons,Ethnic group in Scotland [S] : African\ Other African - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Caribbean; Caribbean Scottish or Caribbean British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Black; Black Scottish or Black British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Other Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Arab; Arab Scottish or Arab British - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Other ethnic group - Unit : Persons
S01013250,Breich Valley - 01,Lower Super Output Areas and Data Zones,LSOADZ,864,843,740,74,8,0,6,15,4,16,15,0,1,0,0,1,1,0,0,0,0,0,0,0,0
S01013251,Breich Valley - 02,Lower Super Output Areas and Data Zones,LSOADZ,780,760,702,31,9,0,16,2,3,15,14,0,0,0,1,1,1,0,1,0,1,0,0,0,0
S01013252,Breich Valley - 03,Lower Super Output Areas and Data Zones,LSOADZ,680,673,621,35,2,2,10,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013253,Breich Valley - 04,Lower Super Output Areas and Data Zones,LSOADZ,708,702,666,27,4,0,2,3,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
S01013254,Breich Valley - 05,Lower Super Output Areas and Data Zones,LSOADZ,633,622,594,17,1,0,10,0,5,5,0,2,0,2,1,0,0,0,0,0,0,0,1,0,1
S01013255,Breich Valley - 06,Lower Super Output Areas and Data Zones,LSOADZ,1356,1320,1211,74,12,3,9,11,0,31,8,9,0,13,1,4,4,0,1,0,0,1,0,0,0
S01013256,West Calder and Polbeth - 01,Lower Super Output Areas and Data Zones,LSOADZ,754,745,702,26,7,1,2,7,6,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
S01013257,West Calder and Polbeth - 02,Lower Super Output Areas and Data Zones,LSOADZ,803,798,754,26,9,0,5,4,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
S01013258,West Calder and Polbeth - 03,Lower Super Output Areas and Data Zones,LSOADZ,766,744,687,49,2,0,0,6,2,9,0,8,0,0,1,8,8,0,2,0,2,0,1,1,0
S01013259,West Calder and Polbeth - 04,Lower Super Output Areas and Data Zones,LSOADZ,841,839,795,33,5,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
S01013260,West Calder and Polbeth - 05,Lower Super Output Areas and Data Zones,LSOADZ,887,879,819,46,4,0,7,3,1,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0
S01013261,West Calder and Polbeth - 06,Lower Super Output Areas and Data Zones,LSOADZ,812,811,776,21,3,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013262,West Calder and Polbeth - 07,Lower Super Output Areas and Data Zones,LSOADZ,642,637,583,22,6,0,15,11,0,4,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0
S01013263,"Bellsquarry; Adambrae and Kirkton - 01",Lower Super Output Areas and Data Zones,LSOADZ,557,552,492,49,4,0,1,6,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013264,"Bellsquarry; Adambrae and Kirkton - 02",Lower Super Output Areas and Data Zones,LSOADZ,524,510,457,43,2,0,0,8,4,5,3,0,0,0,2,4,4,0,0,0,0,0,1,1,0
S01013265,"Bellsquarry; Adambrae and Kirkton - 03",Lower Super Output Areas and Data Zones,LSOADZ,675,612,515,70,8,0,0,19,3,58,51,0,0,7,0,1,1,0,0,0,0,0,1,1,0
S01013266,"Bellsquarry; Adambrae and Kirkton - 04",Lower Super Output Areas and Data Zones,LSOADZ,566,548,480,56,3,0,0,9,1,15,12,3,0,0,0,1,1,0,1,0,1,0,0,0,0
S01013267,"Bellsquarry; Adambrae and Kirkton - 05",Lower Super Output Areas and Data Zones,LSOADZ,576,573,540,14,3,0,8,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
S01013268,"Bellsquarry; Adambrae and Kirkton - 06",Lower Super Output Areas and Data Zones,LSOADZ,839,813,732,52,13,0,15,1,7,16,1,7,0,2,6,3,3,0,0,0,0,0,0,0,0
S01013269,"Bellsquarry; Adambrae and Kirkton - 07",Lower Super Output Areas and Data Zones,LSOADZ,949,875,772,60,15,0,8,20,1,70,12,39,0,15,4,3,3,0,0,0,0,0,0,0,0
S01013270,Bankton and Murieston - 01,Lower Super Output Areas and Data Zones,LSOADZ,829,787,672,96,8,0,0,11,5,30,19,4,1,3,3,5,0,5,0,0,0,0,2,0,2
S01013271,Bankton and Murieston - 02,Lower Super Output Areas and Data Zones,LSOADZ,597,578,446,99,15,0,4,14,2,17,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0
S01013272,Bankton and Murieston - 03,Lower Super Output Areas and Data Zones,LSOADZ,777,739,636,92,6,0,2,3,2,34,16,7,1,9,1,0,0,0,0,0,0,0,2,2,0
S01013273,Bankton and Murieston - 04,Lower Super Output Areas and Data Zones,LSOADZ,939,872,739,112,12,0,0,9,6,44,19,14,0,9,2,11,11,0,4,4,0,0,2,0,2
S01013274,Bankton and Murieston - 05,Lower Super Output Areas and Data Zones,LSOADZ,793,774,698,63,2,0,0,11,0,16,5,4,0,6,1,2,2,0,1,1,0,0,0,0,0
S01013275,Bankton and Murieston - 06,Lower Super Output Areas and Data Zones,LSOADZ,727,697,612,60,6,0,7,12,0,29,12,10,0,6,1,1,1,0,0,0,0,0,0,0,0
S01013276,Bankton and Murieston - 07,Lower Super Output Areas and Data Zones,LSOADZ,611,606,551,41,7,0,0,7,0,2,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0
S01013277,Dedridge East - 01,Lower Super Output Areas and Data Zones,LSOADZ,889,856,747,67,2,0,30,10,4,25,4,7,0,4,10,1,1,0,3,3,0,0,0,0,0
S01013278,Dedridge East - 02,Lower Super Output Areas and Data Zones,LSOADZ,879,855,776,50,3,0,11,15,4,14,8,0,0,6,0,0,0,0,4,1,0,3,2,0,2
S01013279,Dedridge East - 03,Lower Super Output Areas and Data Zones,LSOADZ,740,715,650,29,7,0,21,8,1,22,7,5,0,0,10,1,1,0,1,1,0,0,0,0,0
S01013280,Dedridge East - 04,Lower Super Output Areas and Data Zones,LSOADZ,585,555,472,50,0,0,33,0,4,24,12,9,0,2,1,1,1,0,0,0,0,0,1,0,1
S01013281,Dedridge East - 05,Lower Super Output Areas and Data Zones,LSOADZ,963,919,822,49,8,0,16,24,7,30,19,8,0,1,2,6,6,0,1,1,0,0,0,0,0
S01013282,Dedridge East - 06,Lower Super Output Areas and Data Zones,LSOADZ,827,805,729,40,9,1,17,9,0,20,14,5,0,0,1,2,1,1,0,0,0,0,0,0,0
S01013283,Dedridge East - 07,Lower Super Output Areas and Data Zones,LSOADZ,642,552,448,40,5,0,46,13,1,83,11,57,0,10,5,5,5,0,1,0,1,0,0,0,0
S01013284,Mid Calder and Kirknewton - 01,Lower Super Output Areas and Data Zones,LSOADZ,651,648,587,38,5,0,10,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013285,Mid Calder and Kirknewton - 02,Lower Super Output Areas and Data Zones,LSOADZ,656,645,571,51,8,1,6,8,2,7,6,0,0,1,0,1,1,0,0,0,0,0,1,1,0
S01013286,Mid Calder and Kirknewton - 03,Lower Super Output Areas and Data Zones,LSOADZ,667,658,591,48,4,0,15,0,0,9,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0
S01013287,Mid Calder and Kirknewton - 04,Lower Super Output Areas and Data Zones,LSOADZ,784,778,699,67,6,0,0,6,3,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
S01013288,Mid Calder and Kirknewton - 05,Lower Super Output Areas and Data Zones,LSOADZ,660,654,609,32,1,0,7,5,2,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1
S01013289,Mid Calder and Kirknewton - 06,Lower Super Output Areas and Data Zones,LSOADZ,762,749,597,121,11,0,7,13,2,10,2,1,0,7,0,0,0,0,1,1,0,0,0,0,0
S01013290,Mid Calder and Kirknewton - 07,Lower Super Output Areas and Data Zones,LSOADZ,911,900,785,82,5,1,9,18,1,6,4,1,0,0,1,0,0,0,1,1,0,0,3,3,0
S01013291,Mid Calder and Kirknewton - 08,Lower Super Output Areas and Data Zones,LSOADZ,724,706,629,58,6,0,11,2,0,14,13,0,0,0,1,0,0,0,0,0,0,0,4,3,1
S01013292,East Calder - 01,Lower Super Output Areas and Data Zones,LSOADZ,726,723,661,50,6,0,2,4,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
S01013293,East Calder - 02,Lower Super Output Areas and Data Zones,LSOADZ,714,695,640,46,4,0,5,0,0,17,14,0,0,3,0,1,1,0,0,0,0,0,1,1,0
S01013294,East Calder - 03,Lower Super Output Areas and Data Zones,LSOADZ,729,700,646,45,2,1,2,4,10,13,8,0,0,0,5,5,5,0,1,1,0,0,0,0,0
S01013295,East Calder - 04,Lower Super Output Areas and Data Zones,LSOADZ,746,738,682,46,3,0,0,7,1,4,0,3,0,0,1,3,3,0,0,0,0,0,0,0,0
S01013296,East Calder - 05,Lower Super Output Areas and Data Zones,LSOADZ,712,708,675,18,3,0,5,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
S01013297,East Calder - 06,Lower Super Output Areas and Data Zones,LSOADZ,688,683,631,34,5,0,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013298,East Calder - 07,Lower Super Output Areas and Data Zones,LSOADZ,684,678,613,41,3,0,5,16,1,4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0
S01013299,Pumpherston and Uphall Station - 01,Lower Super Output Areas and Data Zones,LSOADZ,1019,1003,938,48,3,1,6,7,3,9,1,1,0,1,6,2,2,0,1,1,0,0,1,0,1
S01013300,Pumpherston and Uphall Station - 02,Lower Super Output Areas and Data Zones,LSOADZ,552,541,492,31,5,2,7,4,2,9,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0
S01013301,Pumpherston and Uphall Station - 03,Lower Super Output Areas and Data Zones,LSOADZ,486,476,450,13,3,0,9,1,2,8,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0
S01013302,Pumpherston and Uphall Station - 04,Lower Super Output Areas and Data Zones,LSOADZ,614,604,551,35,5,1,10,2,1,9,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0
S01013303,Craigshill - 01,Lower Super Output Areas and Data Zones,LSOADZ,881,865,769,52,8,0,22,14,1,4,0,1,0,0,3,9,9,0,1,0,0,1,1,0,1
S01013304,Craigshill - 02,Lower Super Output Areas and Data Zones,LSOADZ,932,914,781,43,11,0,66,13,3,10,3,3,0,4,0,3,3,0,1,0,1,0,1,0,1
S01013305,Craigshill - 03,Lower Super Output Areas and Data Zones,LSOADZ,952,940,780,33,5,2,99,21,1,4,2,0,0,1,1,4,4,0,0,0,0,0,3,0,3
S01013306,Craigshill - 04,Lower Super Output Areas and Data Zones,LSOADZ,931,918,842,28,2,0,29,17,0,8,5,2,0,1,0,1,1,0,4,1,3,0,0,0,0
S01013307,Craigshill - 05,Lower Super Output Areas and Data Zones,LSOADZ,1047,1009,821,54,4,0,115,15,6,20,3,10,0,4,3,10,10,0,0,0,0,0,2,1,1
S01013308,Craigshill - 06,Lower Super Output Areas and Data Zones,LSOADZ,995,975,893,42,2,1,32,5,1,16,1,6,0,5,4,2,2,0,0,0,0,0,1,0,1
S01013309,Howden - 01,Lower Super Output Areas and Data Zones,LSOADZ,636,601,504,62,5,0,9,21,4,23,9,8,0,4,2,6,6,0,2,2,0,0,0,0,0
S01013310,Howden - 02,Lower Super Output Areas and Data Zones,LSOADZ,649,630,556,42,1,0,23,8,2,16,6,6,0,3,1,0,0,0,1,0,1,0,0,0,0
S01013311,Howden - 03,Lower Super Output Areas and Data Zones,LSOADZ,804,788,716,45,4,1,8,14,3,6,1,3,0,2,0,6,5,1,1,0,1,0,0,0,0
S01013312,Howden - 04,Lower Super Output Areas and Data Zones,LSOADZ,1042,1021,894,54,6,0,57,10,4,17,10,4,2,0,1,0,0,0,0,0,0,0,0,0,0
S01013313,Howden - 05,Lower Super Output Areas and Data Zones,LSOADZ,692,669,558,31,5,0,66,9,2,13,5,1,0,0,7,5,5,0,1,1,0,0,2,2,0
S01013314,Howden - 06,Lower Super Output Areas and Data Zones,LSOADZ,670,651,589,26,7,0,18,11,1,15,3,9,0,2,1,2,2,0,1,1,0,0,0,0,0
S01013315,Livingston Village and Eliburn South - 01,Lower Super Output Areas and Data Zones,LSOADZ,567,517,436,65,6,0,2,8,0,45,34,5,0,6,0,4,4,0,1,0,1,0,0,0,0
S01013316,Livingston Village and Eliburn South - 02,Lower Super Output Areas and Data Zones,LSOADZ,663,642,592,41,6,1,1,1,2,13,11,2,0,0,0,2,2,0,1,1,0,0,3,1,2
S01013317,Livingston Village and Eliburn South - 03,Lower Super Output Areas and Data Zones,LSOADZ,521,515,460,36,5,0,9,5,3,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0
S01013318,Livingston Village and Eliburn South - 04,Lower Super Output Areas and Data Zones,LSOADZ,612,593,519,43,2,0,17,12,0,16,11,5,0,0,0,3,3,0,0,0,0,0,0,0,0
S01013319,Livingston Village and Eliburn South - 05,Lower Super Output Areas and Data Zones,LSOADZ,574,544,471,45,11,0,15,2,0,30,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0
S01013320,Livingston Village and Eliburn South - 06,Lower Super Output Areas and Data Zones,LSOADZ,1040,961,832,73,5,0,25,26,8,52,14,22,0,12,4,17,17,0,1,0,1,0,1,0,1
S01013321,Livingston Village and Eliburn South - 07,Lower Super Output Areas and Data Zones,LSOADZ,423,411,374,26,3,0,6,2,0,10,0,3,0,3,4,0,0,0,0,0,0,0,2,1,1
S01013322,Livingston Village and Eliburn South - 08,Lower Super Output Areas and Data Zones,LSOADZ,801,764,686,45,4,0,9,20,2,33,26,3,0,2,2,0,0,0,0,0,0,0,2,0,2
S01013323,Ladywell - 01,Lower Super Output Areas and Data Zones,LSOADZ,947,899,819,37,3,0,27,13,2,31,23,7,0,0,1,10,10,0,2,1,0,1,3,1,2
S01013324,Ladywell - 02,Lower Super Output Areas and Data Zones,LSOADZ,649,602,546,31,1,0,15,9,7,34,13,9,0,8,4,4,4,0,1,1,0,0,1,0,1
S01013325,Ladywell - 03,Lower Super Output Areas and Data Zones,LSOADZ,915,885,811,38,7,0,27,2,4,19,8,0,0,5,6,0,0,0,6,1,5,0,1,1,0
S01013326,Ladywell - 04,Lower Super Output Areas and Data Zones,LSOADZ,541,515,453,26,2,0,27,7,3,20,12,4,0,2,2,3,3,0,0,0,0,0,0,0,0
S01013327,Ladywell - 05,Lower Super Output Areas and Data Zones,LSOADZ,697,678,605,48,2,0,4,19,4,11,5,6,0,0,0,4,4,0,0,0,0,0,0,0,0
S01013328,Ladywell - 06,Lower Super Output Areas and Data Zones,LSOADZ,652,622,574,27,2,0,15,4,4,23,11,3,0,7,2,1,1,0,1,1,0,0,1,0,1
S01013329,Ladywell - 07,Lower Super Output Areas and Data Zones,LSOADZ,538,523,472,31,6,0,8,6,0,9,3,5,0,0,1,6,6,0,0,0,0,0,0,0,0
S01013330,Knightsridge - 01,Lower Super Output Areas and Data Zones,LSOADZ,1055,1019,870,68,8,0,43,30,2,30,1,10,0,11,8,3,3,0,0,0,0,0,1,0,1
S01013331,Knightsridge - 02,Lower Super Output Areas and Data Zones,LSOADZ,647,600,465,67,4,0,25,39,1,44,21,12,0,2,9,1,1,0,0,0,0,0,1,0,1
S01013332,Knightsridge - 03,Lower Super Output Areas and Data Zones,LSOADZ,673,655,587,52,3,0,6,7,1,13,4,2,0,2,5,1,1,0,1,1,0,0,2,1,1
S01013333,Knightsridge - 04,Lower Super Output Areas and Data Zones,LSOADZ,826,791,691,64,5,0,4,27,3,25,19,2,0,2,2,5,5,0,0,0,0,0,2,1,1
S01013334,Knightsridge - 05,Lower Super Output Areas and Data Zones,LSOADZ,784,769,684,49,4,0,20,12,7,6,0,0,0,6,0,0,0,0,0,0,0,0,2,1,1
S01013335,Knightsridge - 06,Lower Super Output Areas and Data Zones,LSOADZ,825,809,739,28,8,0,20,14,4,11,1,1,0,8,1,1,1,0,0,0,0,0,0,0,0
S01013336,Knightsridge - 07,Lower Super Output Areas and Data Zones,LSOADZ,863,846,744,47,3,1,35,16,2,2,2,0,0,0,0,9,9,0,4,0,4,0,0,0,0
S01013337,Knightsridge and Deans North - 01,Lower Super Output Areas and Data Zones,LSOADZ,950,879,795,46,7,0,19,12,7,51,39,0,0,7,5,6,6,0,1,1,0,0,6,0,6
S01013338,Knightsridge and Deans North - 02,Lower Super Output Areas and Data Zones,LSOADZ,588,482,434,30,3,0,6,9,10,95,89,1,0,0,5,1,1,0,0,0,0,0,0,0,0
S01013339,Knightsridge and Deans North - 03,Lower Super Output Areas and Data Zones,LSOADZ,584,551,489,34,5,0,12,11,3,21,0,4,0,17,0,5,5,0,1,1,0,0,3,3,0
S01013340,Knightsridge and Deans North - 04,Lower Super Output Areas and Data Zones,LSOADZ,805,766,675,66,7,0,8,10,4,31,23,1,0,5,2,4,4,0,0,0,0,0,0,0,0
S01013341,Knightsridge and Deans North - 05,Lower Super Output Areas and Data Zones,LSOADZ,898,817,701,79,9,1,10,17,5,73,51,7,0,11,4,3,3,0,0,0,0,0,0,0,0
S01013342,Deans - 01,Lower Super Output Areas and Data Zones,LSOADZ,644,629,578,33,0,0,15,3,2,11,8,0,0,3,0,1,1,0,1,0,1,0,0,0,0
S01013343,Deans - 02,Lower Super Output Areas and Data Zones,LSOADZ,673,653,602,21,7,0,15,8,6,10,0,8,0,2,0,2,2,0,1,0,1,0,1,0,1
S01013344,Deans - 03,Lower Super Output Areas and Data Zones,LSOADZ,802,792,751,26,3,0,5,7,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013345,Deans - 04,Lower Super Output Areas and Data Zones,LSOADZ,762,750,676,27,3,0,13,31,4,6,1,2,0,1,2,1,1,0,0,0,0,0,1,0,1
S01013346,Carmondean and Eliburn North - 01,Lower Super Output Areas and Data Zones,LSOADZ,881,820,714,63,11,0,10,22,9,41,11,11,0,3,16,6,6,0,0,0,0,0,5,1,4
S01013347,Carmondean and Eliburn North - 02,Lower Super Output Areas and Data Zones,LSOADZ,700,679,599,43,2,0,26,9,3,12,9,1,0,0,2,6,6,0,0,0,0,0,0,0,0
S01013348,Carmondean and Eliburn North - 03,Lower Super Output Areas and Data Zones,LSOADZ,470,444,403,33,2,0,0,6,1,20,13,6,0,1,0,5,5,0,0,0,0,0,0,0,0
S01013349,Carmondean and Eliburn North - 04,Lower Super Output Areas and Data Zones,LSOADZ,785,696,529,46,5,0,54,62,1,69,15,39,0,4,11,13,13,0,1,0,1,0,5,3,2
S01013350,Carmondean and Eliburn North - 05,Lower Super Output Areas and Data Zones,LSOADZ,662,647,582,35,3,0,20,7,4,4,2,0,0,1,1,6,6,0,0,0,0,0,1,1,0
S01013351,Carmondean and Eliburn North - 06,Lower Super Output Areas and Data Zones,LSOADZ,784,777,672,49,3,0,23,30,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013352,Carmondean and Eliburn North - 07,Lower Super Output Areas and Data Zones,LSOADZ,897,868,783,53,7,0,9,16,7,20,17,1,1,1,0,1,1,0,0,0,0,0,1,0,1
S01013353,Carmondean and Eliburn North - 08,Lower Super Output Areas and Data Zones,LSOADZ,669,660,618,30,1,0,6,5,0,9,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0
S01013354,Seafield - 01,Lower Super Output Areas and Data Zones,LSOADZ,727,715,648,44,2,0,8,13,1,5,0,0,0,0,5,5,5,0,0,0,0,0,1,1,0
S01013355,Seafield - 02,Lower Super Output Areas and Data Zones,LSOADZ,653,651,624,24,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01013356,Seafield - 03,Lower Super Output Areas and Data Zones,LSOADZ,754,731,678,26,2,3,14,8,5,16,6,3,0,6,1,0,0,0,0,0,0,0,2,2,0
S01013357,Blackburn - 01,Lower Super Output Areas and Data Zones,LSOADZ,827,823,749,39,3,0,25,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013358,Blackburn - 02,Lower Super Output Areas and Data Zones,LSOADZ,811,804,748,20,7,2,20,7,1,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
S01013359,Blackburn - 03,Lower Super Output Areas and Data Zones,LSOADZ,621,620,571,21,7,1,15,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
S01013360,Blackburn - 04,Lower Super Output Areas and Data Zones,LSOADZ,687,685,651,18,6,0,8,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013361,Blackburn - 05,Lower Super Output Areas and Data Zones,LSOADZ,550,542,514,13,5,1,0,9,0,6,2,3,0,0,1,2,2,0,0,0,0,0,0,0,0
S01013362,Blackburn - 06,Lower Super Output Areas and Data Zones,LSOADZ,494,488,457,12,4,0,14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4
S01013363,Blackburn - 07,Lower Super Output Areas and Data Zones,LSOADZ,753,746,694,20,6,1,23,2,0,6,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0
S01013364,Blaeberry Hill and East Whitburn - 01,Lower Super Output Areas and Data Zones,LSOADZ,903,894,808,70,2,0,5,9,0,8,6,0,0,1,1,0,0,0,0,0,0,0,1,0,1
S01013365,Blaeberry Hill and East Whitburn - 02,Lower Super Output Areas and Data Zones,LSOADZ,779,756,693,36,5,1,15,6,0,22,13,4,0,5,0,0,0,0,0,0,0,0,1,0,1
S01013366,Blaeberry Hill and East Whitburn - 03,Lower Super Output Areas and Data Zones,LSOADZ,888,877,842,24,4,1,3,3,1,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1
S01013367,Blaeberry Hill and East Whitburn - 04,Lower Super Output Areas and Data Zones,LSOADZ,584,556,511,32,3,0,4,6,0,27,19,4,0,0,4,0,0,0,0,0,0,0,1,1,0
S01013368,Blaeberry Hill and East Whitburn - 05,Lower Super Output Areas and Data Zones,LSOADZ,766,761,716,36,6,0,1,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013369,Blaeberry Hill and East Whitburn - 06,Lower Super Output Areas and Data Zones,LSOADZ,911,907,865,26,4,0,9,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
S01013370,Blaeberry Hill and East Whitburn - 07,Lower Super Output Areas and Data Zones,LSOADZ,615,615,568,18,10,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013371,Blaeberry Hill and East Whitburn - 08,Lower Super Output Areas and Data Zones,LSOADZ,661,657,635,18,4,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0
S01013372,Whitburn Central - 01,Lower Super Output Areas and Data Zones,LSOADZ,1094,1079,1040,17,1,0,16,5,0,7,5,0,1,0,1,4,4,0,3,2,0,1,1,1,0
S01013373,Whitburn Central - 02,Lower Super Output Areas and Data Zones,LSOADZ,925,919,885,21,8,1,0,4,1,3,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0
S01013374,Whitburn Central - 03,Lower Super Output Areas and Data Zones,LSOADZ,959,947,890,44,3,0,9,1,0,8,2,0,0,5,1,3,3,0,1,1,0,0,0,0,0
S01013375,Whitburn Central - 04,Lower Super Output Areas and Data Zones,LSOADZ,574,571,534,14,2,0,20,1,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
S01013376,Whitburn Central - 05,Lower Super Output Areas and Data Zones,LSOADZ,594,581,572,6,0,0,2,1,2,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
S01013377,Whitburn Central - 06,Lower Super Output Areas and Data Zones,LSOADZ,772,763,723,22,3,0,10,5,0,5,4,0,0,1,0,3,3,0,1,0,0,1,0,0,0
S01013378,"Whitburn; Croftmalloch and Greenrigg - 01",Lower Super Output Areas and Data Zones,LSOADZ,979,966,904,45,10,0,1,6,1,11,7,2,0,1,1,0,0,0,0,0,0,0,1,0,1
S01013379,"Whitburn; Croftmalloch and Greenrigg - 02",Lower Super Output Areas and Data Zones,LSOADZ,826,818,765,30,7,0,7,9,0,7,1,1,0,2,3,0,0,0,0,0,0,0,1,0,1
S01013380,"Whitburn; Croftmalloch and Greenrigg - 03",Lower Super Output Areas and Data Zones,LSOADZ,147,146,138,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
S01013381,"Whitburn; Croftmalloch and Greenrigg - 04",Lower Super Output Areas and Data Zones,LSOADZ,489,476,465,7,0,1,0,3,3,8,4,0,0,0,4,0,0,0,0,0,0,0,2,2,0
S01013382,"Whitburn; Croftmalloch and Greenrigg - 05",Lower Super Output Areas and Data Zones,LSOADZ,553,523,488,16,1,0,9,9,1,22,15,4,0,0,3,5,5,0,1,0,0,1,1,1,0
S01013383,Armadale - 01,Lower Super Output Areas and Data Zones,LSOADZ,679,669,632,28,4,0,3,2,5,3,1,0,0,2,0,0,0,0,1,0,1,0,1,0,1
S01013384,Armadale - 02,Lower Super Output Areas and Data Zones,LSOADZ,748,738,694,22,7,0,3,12,4,6,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
S01013385,Armadale - 03,Lower Super Output Areas and Data Zones,LSOADZ,485,477,454,18,2,0,2,1,1,7,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0
S01013386,Armadale - 04,Lower Super Output Areas and Data Zones,LSOADZ,860,858,809,37,8,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
S01013387,Armadale - 05,Lower Super Output Areas and Data Zones,LSOADZ,612,609,583,18,4,0,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01013388,Armadale - 06,Lower Super Output Areas and Data Zones,LSOADZ,759,751,727,17,3,0,1,3,1,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
S01013389,Armadale - 07,Lower Super Output Areas and Data Zones,LSOADZ,757,753,735,13,3,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
